name,type,episodes,mal_id
Qian Cong Shou,ONA,16,50441
Seikimatsu★Darling,OVA,1,1217
Shichinin no Nana: Oshougatsu da yo! 7 x 7 = 49-nin no Nana?,Special,1,22361
Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,Movie,1,11049
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,TV,12,32301
Airy Me,Movie,1,21861
Ajimu: Kaigan Monogatari,ONA,4,1734
Amnesia OVA,OVA,1,20655
Aoi Hitomi no Onnanoko no Ohanashi,Special,1,10901
Attack No.1: Namida no Kaiten Receive,Movie,1,9165
Babel Nisei,TV,39,1666
Balgwanghaneun Hyeondaesa,ONA,3,30249
Batsu & Terry,Movie,1,16514
Beyond Creation,ONA,1,39334
Captain Tsubasa no Koutsuu Anzen,OVA,1,39227
Cinderella Girls Gekijou Specials,Special,2,35805
Cowboy Bebop: Ein no Natsuyasumi,Special,1,17205
Deca-Dence: Install,ONA,1,42723
Doubutsu Takarajima,Movie,1,3842
Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,Movie,1,7364
Fate/Grand Order: Moonlight/Lostroom,Special,1,36915
Fei Ren Xueyuan,ONA,1,39223
Futari Ecchi,OVA,4,382
Gall Force 3: Stardust War,OVA,1,2062
Gamera VS Kozamera,ONA,1,56702
Gozonji! Gekkou Kamen-kun,TV,25,5477
Guomin Laogong Dai Huijia 2nd season,ONA,12,37044
Gyakuten Sekai no Denchi Shoujo,TV,12,48644
Hana yori Dango (Movie),Movie,1,2071
Helen Keller Monogatari: Ai to Hikari no Tenshi,Special,1,6728
Hello Kitty no Stump Village,TV,26,9770
Heroman Specials,Special,3,9121
Himawari!,TV,13,910
Ichiban Chikakute Tooi Hoshi,ONA,1,48177
Itou Junji: Collection - Tomie,Special,2,36992
Jankenman,TV,51,7405
Sister Princess: Re Pure,TV,13,835
Sore Ike! Anpanman: Lyrical☆Magical Mahou no Gakkou,Movie,1,22035
Sore Ike! Anpanman: Yousei Rinrin no Himitsu,Movie,1,21967
Tatakae!! Ramenman,TV,35,4427
Tayutayu: Pure My Heart,Special,6,6705
"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",TV,12,47163
TO,OVA,2,7279
Triage X,TV,10,26443
Wanpaku Ouji no Orochi Taiji,Movie,1,3905
X-Men,TV,12,6919
Xiao Men Shen,Movie,1,32751
Yami Shibai 5,TV,13,35714
Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,OVA,4,3417
Yojouhan Shinwa Taikei Specials,Special,3,8985
Shiyan Pin Jiating,ONA,12,36397
Shoujo-tachi wa Kouya wo Mezasu,TV,12,31914
Sougen no Shoujo Laura,TV,26,3822
Taichi Senjimon,TV,39,7522
Tsubasa to Hotaru (2015),Special,4,30196
Twilight Q,OVA,2,1981
Usavich Special,Special,1,6878
Yi Ren Zhi Xia Recap,Special,1,37090
Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,TV,63,40714
Zettai Bouei Leviathan,TV,13,17681
Zoids Wild,TV,50,37395
Kagaku Bouken-tai Tansar 5,TV,34,10965
Kaze no Na wa Amnesia,Movie,1,1793
Kino no Tabi: The Beautiful World - The Animated Series - Haikyo no Kuni - On Your Way,Special,27,38179
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu vs. Nakimushi Idol!? Nihon 1-shuu Dai Sugoroku Game!!,Special,1,33875
Koi☆Sento,OVA,1,9333
Kuma Miko,TV,12,31804
Kuusen Madoushi Kouhosei no Kyoukan,TV,12,25283
Kyokujitsu no Kantai,OVA,15,6230
Lupin III: Pilot Film (1978),Movie,1,1428
Mafukiden: Pandarian,TV,26,4049
Magikano,TV,13,576
Mahou no Star Magical Emi: Finale! Finale!,OVA,1,33358
Mahou Yuugi 2D,ONA,24,2277
Maken-Ki!,TV,12,9936
Microid S,TV,26,3846
Mizuiro (2003),OVA,2,1039
Monster Strike the Movie: Sora no Kanata,Movie,1,38021
Oraa Guzura Dado (1987),TV,44,11873
Pika Don,Movie,1,7117
Pinocchio yori Piccolino no Bouken,TV,52,2567
Pokemon Sun & Moon Planetarium,Movie,1,42139
Poputepipikku Kinen,ONA,1,38068
Princess Principal Picture Drama,Special,6,36485
Queen's Blade OVA,OVA,2,10924
Red Garden: Dead Girls,OVA,1,2267
Robot Girls Z Specials,Special,3,24763
Robotan,TV,104,19875
Senkou no Night Raid: Yogen,Special,1,8840
Senran Kagura Shinovi Master: Tokyo Youma-hen,TV,12,36037
Sensou no Tsukurikata,Movie,1,32728
Seven Knights Revolution: Eiyuu no Keishousha,TV,12,47391
.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,Special,3,10390
Ai no Senshi Rainbowman,TV,22,8285
Amanchu!: Upyopyo Dive Tsukkome! Umi no Sekai!,Special,6,39709
"Anpanman to Hajimeyou! Iro, Kazu, Katachi Wakaru ka na Iro, Katachi",Special,1,19557
Aru Tabibito no Nikki Specials,Special,3,3401
Ayakashi,TV,12,3166
Bannou Bunka Neko-Musume DASH!,OVA,12,374
Battle Spirits: Mirage,ONA,4,48810
Berserk,TV,12,32379
Bouken Yuuki Pluster World,TV,52,3637
Buta no Liver wa Kanetsu Shiro,TV,12,50583
Casshern: Robot Hunter,OVA,4,1598
ChäoS;Child,TV,12,30485
Cinderella Girls Gekijou 2nd Season Specials,Special,3,36942
Daikaijuu Gamenya Shuurai,ONA,1,56562
Dallyeola Hani,TV,13,17092
Di Gi Charat: Kuchi Kara Bazooka,Special,1,1753
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,OVA,1,14889
Final Fantasy: The Spirits Within,Movie,1,1361
Future GPX Cyber Formula: Early Days Renewal,OVA,2,1396
Gegege no Kitarou: Daikaijuu,Movie,1,8146
Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,Movie,1,8155
Getter Robo Go,TV,50,5292
GR: Giant Robo,TV,13,3146
Hololive Summer 2022,ONA,4,53076
Honey Honey no Suteki na Bouken,TV,29,3873
Hundred,TV,12,31338
Ikkyuu-san (1978),TV,26,19947
Ikoku Meiro no Croisée: Yune & Alice,Special,7,10832
Inazma Delivery: Dougyousha Attack-hen,TV,10,36894
Island (TV),TV,12,33012
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin 2nd Season,ONA,12,44078
Actors: Songs Connection,TV,12,38670
Arslan Senki (TV): Fuujin Ranbu - Arsen 4-koma Gekijou,Special,4,36498
Astroganger,TV,26,5311
B-Legend! Battle B-Daman,TV,52,2789
B-Project: Netsuretsu*Love Call,TV,12,44081
Bai Ye Ling Long,ONA,25,37740
ChäoS;HEAd,TV,12,4975
Chinmoku no Kantai,OVA,3,2881
Chou Supercar Gattiger,TV,25,9881
Cinderella Boy,TV,13,301
Cinderella Girls Gekijou: Extra Stage,ONA,48,41299
Cluster Edge,TV,25,69
Code Geass: Hangyaku no Lelouch Picture Drama - Kiseki no Anniversary,Special,1,40334
Eiga! Tamagotchi Uchuu Ichi Happy na Monogatari!?,Movie,1,6517
Galactic Patrol Lensman,TV,25,2769
Geneshaft,TV,13,909
Ghost Tale,ONA,1,57037
Gundam Build Divers,TV,25,37245
Hayan Ma-eum Baeggu,TV,13,10623
Hi no Youjin,Movie,1,13639
Hua Jianghu: Bu Liang Ren III,ONA,40,39141
Jikan no Shihaisha,TV,13,34565
Sore Ike! Anpanman: Baikinman no Gyakushuu,Movie,1,10061
Sore Ike! Anpanman: Minami no Umi wo Sukue!,Special,1,21291
Sore Ike! Anpanman: Ningyohime no Namida,Movie,1,9451
Soreyuke! Uchuu Senkan Yamamoto Youko II,OVA,3,1671
Tottoko Hamtarou no Tottoko Taisetsu!! Koutsuu Rule,OVA,1,35129
"Wake Up, Girls! Deai no Kiroku: A Brief Recording",OVA,1,30445
Walkure Romanze,TV,12,19151
Wangu Xian Qiong III: Eren Gu Pian,ONA,13,39572
Yatogame-chan Kansatsu Nikki Yonsatsume,TV,10,50438
Yume no Hoshi no Button Nose,TV,26,3812
Zettai Muteki Raijin-Oh (1992),OVA,4,2028
Zhandou Wang Zhi Jufeng Zhan Hun,TV,52,36423
Kashi no Ki Mokku,TV,52,2574
Kouya no Kotobuki Hikoutai Gaiden: Oozora no Harukaze Hikoutai,ONA,12,39589
Kyouryuu Shoujo Gauko 2nd Season,ONA,19,41421
Macross FB7: Ore no Uta wo Kike!,Movie,1,15177
MiniPato,Movie,3,2733
Okusama wa Joshikousei (TV),TV,13,470
Ookamikakushi,TV,12,7079
Otome Youkai Zakuro Picture Drama,Special,2,10180
Phantasy Star Online 2 The Animation,TV,12,31223
Pokemon Best Wishes! Season 2: Decolora Adventure,TV,20,17873
Pokemon: Pikachu Koori no Daibouken,Special,1,8709
Romeo no Aoi Sora Specials,Special,2,23581
Saint Beast: Kouin Jojishi Tenshi Tan,TV,13,2153
Sanrio Anime Sekai Meisaku Gekijou,TV,13,4024
Seikon no Qwaser II,TV,12,10073
Seto no Hanayome Picture Drama,Special,1,28385
Shakugan no Shana: Shana & Yuuji no Naze Nani Shana! Nandemo Shitsumonbako!,Special,1,17551
Kamen Rider SD Kaiki?! Kumo Otoko,OVA,1,3100
King of Fighters: Another Day,ONA,4,825
Koutetsu Sangokushi,TV,25,2162
Kuroi Kikori to Shiroi Kikori,Movie,1,7532
Mach GoGoGo (1997),TV,34,3571
Macross II: Lovers Again,OVA,6,1262
Mahou no Star Magical Emi: Semishigure,OVA,1,8443
Mahou Shoujo Magical Destroyers,TV,12,48981
Mai-Otome Special: Otome no Inori,Special,1,8518
Marine Snow no Densetsu,Special,1,6942
Odd Taxi Movie: In the Woods,Movie,1,50653
Ore dake Haireru Kakushi Dungeon,TV,12,41899
Oshin,Movie,1,9866
Osomatsu-san Movie: Gekijou Koukai Kinen - Original Tanpen Gekijou,ONA,7,39339
Pokemon XY: New Year Special,Special,1,21703
Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,Special,1,11069
Rinne no Lagrange: Kamogawa Memoria,Special,1,14675
Seikai no Senki II Special,Special,1,39333
"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",TV,12,48415
1001 Nights,Movie,1,3914
Ai no Wakakusa Monogatari Specials,Special,2,15607
Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,ONA,2,34893
Appleseed XIII,OVA,13,9737
Azur Lane,TV,12,38328
Busou Shinki,TV,12,14237
Daitoshokan no Hitsujikai Picture Drama,Special,6,29165
Dance with Devils: Fortuna,Movie,1,34830
DT Eightron,TV,26,1314
Eoneu Nal Jameseo Kkaeeoboni Bagelyeoga Doeeo Isseotda,ONA,15,43779
Fate/Extra: Last Encore,TV,10,33047
Gakuen Handsome The Animation,OVA,1,30531
Gegege no Kitarou: Jigoku-hen,TV,7,8158
Getsumen to Heiki Mina,TV,11,1865
Goblin Slayer: Bouken Kiroku Youshi - Adventure Sheet,Special,1,38807
Hangyakusei Million Arthur 2nd Season,TV,13,38268
Hero Mask,ONA,15,38628
Hikaru no Go: Memories,OVA,1,39295
Sinbad: Mahiru no Yoru to Fushigi no Mon,Movie,1,32888
Sojunghan Nal-ui Kkum,Movie,1,10723
Sol Bianca,OVA,2,1443
"Susume, Karolina.",ONA,1,37684
The iDOLM@STER Cinderella Girls: U149 Recap,Special,1,55517
Toilet no Hanako-san,Movie,1,8539
True Tears: Mini Chara 4-koma Gekijou,Special,7,6234
Tsubasa to Hotaru (2016),Special,3,33247
Tsuru ni Notte: Tomoko no Bouken,Movie,1,5917
Ultraman Kids no Kotowaza Monogatari,TV,26,6731
Umineko no Naku Koro ni Specials,Special,26,7568
Usavich V,TV,13,16347
Wo Zai Xianjie Zheng Jifen,ONA,40,53473
Yinhe Zhi Xin,ONA,12,44233
Yotsunoha,OVA,2,3011
Yurumates 3D,TV,13,12123
Yuyushiki: Nyanyashiki,Special,6,19029
Strike Witches OVA,OVA,1,1862
Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,Special,1,32684
Sword Art Online Fatal Bullet: The Third Episode,Special,1,37362
Tenchi Muyou! Ryououki 3rd Season Picture Drama,Special,5,37789
Toji no Miko Recap,Special,1,37672
Tom to Jerry (2022),Special,,53907
Uchuu Kaizoku Mito no Daibouken,TV,13,2699
Warau Salesman New,TV,12,34550
Watashi no Ashinaga Ojisan Specials,Special,2,29363
Yoshinaga-san'chi no Gargoyle Specials,Special,5,2464
Youkai Ningen Bem,TV,26,4044
Zoo: Hidamari no Shi,Movie,1,38078
Juubee Ninpuuchou Burst,ONA,1,54017
"Kanojo, Okarishimasu 2nd Season: Kanokari Call",Special,24,54075
King of Prism by Pretty Rhythm Short Anime,Special,1,32989
Kishin Heidan,OVA,7,3061
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Mezase! Kameari Superstar!! Ryoutsu-shiki Idol e no Michi!,Special,2,33882
Machine Robo: Butchigiri Battle Hackers,TV,31,16131
Macross Δ: Delta Shougekijou,Special,9,33806
Madou King Granzort: Bouken-hen,OVA,3,7124
Magnerobo Ga-Keen,TV,39,3932
Majokko Tickle,TV,45,3881
McDull: Boluo You Wang Zi,Movie,1,9818
Mei Chuxi de Yinyangshi Yijia 2,ONA,12,42319
Midnight Grand Mos Burger,ONA,1,57544
Monster Strike Anime,ONA,23,34670
Nanatsu no Umi no Tico Specials,Special,2,25083
Ningen Kousaten,TV,13,1083
Ningyo,Movie,1,2047
Nobara no Julie,TV,13,8777
Ojamanga Yamada-kun,TV,103,16530
Oresama Kingdom,OVA,14,9943
Penguin Musume♥Heart Special,Special,1,5056
Persona 2: Another Self,Special,1,31676
Pokemon: Pikachu no Kirakira Daisousaku!,Special,1,6555
Puraore! Pride of Orange,TV,12,44274
Qi Jie Diyi Xian,ONA,120,51131
RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness,OVA,1,559
Saint Seiya Omega,TV,97,12929
Sakura Taisen: New York,OVA,6,2168
Seiren,TV,12,33836
Senran Kagura,TV,12,15119
Shi Wan Ge Leng Xiaohua Movie 1,Movie,1,33195
.hack//Versus: The Thanatos Report,Special,1,15219
009-1: R&B,Special,1,3234
12-sai. 2nd Season,OVA,4,31319
Appleseed XIII Remix Movie 2: Yogen,Movie,1,10693
Boku no Marie,OVA,3,1701
Boogiepop and Others: Promotional Trailer,ONA,1,52132
Boukyaku no Senritsu,TV,24,159
Catman Series III,TV,6,4383
Code Geass: Hangyaku no Lelouch R2 Picture Drama - Last Moratorium,Special,1,33156
Cybot Robocchi,TV,39,7956
Da Wang Bu Gaoxing,ONA,12,41286
Don Chuck Monogatari,TV,26,2575
Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,Movie,1,7666
"Eikoku Ikka, Nihon wo Taberu",TV,24,29722
"Evangelion Shito, Hakata Shuurai",Movie,1,41030
Fire Emblem Heroes Book III Movie：Cohort of the Dead,Special,1,43565
Fuuma no Kojirou: Seiken Sensou-hen,OVA,6,4855
Gegege no Kitarou: Youkai Daisensou,Movie,1,8153
Groizer X,TV,36,5131
Guskou Budori no Denki,Movie,1,8450
Haiyoru! Nyaruani,OVA,9,7596
Hajimete no Gal,TV,10,34403
Hua Jianghu: Huan Shi Men Sheng,ONA,20,37938
Ikkyuu-san to Yancha Hime,Movie,1,21467
Ingress the Animation,TV,11,37438
100-man no Inochi no Ue ni Ore wa Tatteiru Recap,Special,1,48976
30-pun de Wakaru! Kore made no Love Live! Sunshine!!,ONA,2,41188
Andersen Monogatari (TV),TV,52,7779
Angelique,OVA,3,2534
Anime TV de Hakken! Tamagotchi,TV,27,6520
Attack No.1: Namida no Sekai Senshuken,Movie,1,9166
Avengers Confidential: Black Widow to Punisher,Movie,1,25457
Beyblade Burst Dynamite Battle,ONA,52,48455
Blade Runner: Black Lotus,TV,13,38749
Boku wa Robot-goshi no Kimi ni Koi wo Suru,Special,1,36542
Bokura no Yoake,Movie,1,51307
Cinderella Girls Gekijou: Kayou Cinderella Theater 4th Season,ONA,7,39654
Cyborg 009 VS Devilman,OVA,3,31050
Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,Movie,1,6028
Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,Movie,1,6518
Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,Movie,1,3015
Ginga Hyouryuu Vifam: Kieta 12-nin,OVA,1,9389
"Hachi-nan tte, Sore wa Nai deshou!",TV,12,38830
Hanamaru Youchien: Panda Neko Taisou,Special,8,16646
Heart Cocktail Again,OVA,1,21121
Hidamari Sketch x ☆☆☆ Recap,Special,1,28915
Hoshi Neko Fullhouse,OVA,4,5927
Hua Jianghu: Bu Liang Ren II,ONA,40,33925
Jing: Shuang Cheng - Feng Qi Pian,ONA,4,42794
Shiranpuri (Special),Special,1,13175
Shukufuku no Campanella,TV,12,6979
Sora wo Kakeru Shoujo Picture Drama,Special,9,6437
Sore Ike! Anpanman: Happy no Daibouken,Movie,1,17215
The iDOLM@STER SideM: Wake Atte Mini!,TV,12,38203
Tondera House no Daibouken,TV,52,3075
Tsuki ga Noboru made ni,OVA,1,12905
Twin Signal: Family Game,OVA,3,1900
Uchi no 3 Shimai,TV,102,3975
Wild 7,OVA,2,1959
Yoku Wakaru Mahouka!,ONA,6,23341
Kagaku Kyuujo-tai TechnoVoyager,TV,18,3969
"Kawaru Machi, Kawareru Machi, Ishinomaki feat. Jun",ONA,1,51008
Ketsuekigata-kun! 3,TV,12,31566
Kitaku-bu Katsudou Kiroku: Miniature Theater,Special,6,23367
Koala Boy Kokki,TV,26,3723
"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu no Asakusa Renewal Daisakusen!! - Aa, Omoide no Hanayashiki",Special,1,33878
Konbini Kareshi,TV,12,35434
Koutetsu Tenshi Kurumi 2,TV,12,555
Kyouryuu Shoujo Gauko,ONA,20,39849
Magical★Taruruuto-kun Movie,Movie,1,22827
Mass Effect: Paragon Lost,Movie,1,13239
Megaton-kyuu Musashi,TV,13,33737
Misute♡naide Daisy,TV,12,1936
Neko Hiki no Oruorane,OVA,1,5925
Neko Neko Nihonshi 3rd Season,TV,32,37369
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,Special,1,10219
Pokemon: Pikachu no Natsumatsuri,Special,1,5845
Pokemon: Pikachu no Obake Carnival,Special,1,5844
Puchitto Gargantia,ONA,13,18413
Rokudenashi Blues 1993,Movie,1,9078
SD Gundam Sangokuden Brave Battle Warriors,TV,51,8287
Shaonian Jinyiwei 2nd Season,ONA,13,37152
Juunenbun no Watashi e,ONA,1,43711
Kakumei no Wakaki Sora,OVA,1,23711
Koukaku Kidoutai Arise [.jp],Special,1,29255
Koukaku Kidoutai: Ghost Chaser,Movie,1,38600
Kudan,Movie,1,8332
Live On Cardliver Kakeru,TV,51,5235
Machine Hayabusa,TV,21,10562
Mashle: Mash Burnedead to Fushigi na Tegami,Special,1,55339
Miyanishi Tatsuya Gekijou: Omae Umasou da na,TV,20,9395
Monster Hunter Stories: Ride On,TV,75,31631
Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,ONA,1,34661
Ocha-ken: Chokotto Monogatari,TV,26,2233
Parappa the Rapper,TV,30,3736
Pokemon Masters: Trainers Great Gathering Special Animation,ONA,1,40143
Pokemon: Pikachu Tanken Club,Special,1,7550
Popotan,TV,12,610
Princess Connect!,ONA,3,34455
Rinne no Lagrange Season 2 Specials,Special,6,18639
Robotan (1986),TV,33,5223
Sangokushi II: Amakakeru Otoko-tachi,Special,1,8678
"Shangri-La Frontier: Kusogee Hunter, Kamige ni Idoman to Su - Saishin Wa made Maruwakari! Chousoku Digest",Special,1,57834
20-pun de Oitsukeru: Shingeki no Kyojin,ONA,1,51241
Arcana Famiglia,TV,12,12967
Asobi ni Iku yo!: Asobi ni Oide - Owari,Special,1,29998
Cats Run,ONA,1,49614
Chang Jian Feng Yun,ONA,10,45557
Chocolat no Mahou,OVA,13,9935
Denkou Chou Tokkyuu Hikarian,TV,52,8956
Dororon Enma-kun,TV,25,1337
Ensemble Stars! Picture Drama,Special,12,40459
Fireball Special,Special,1,10666
Fortune Quest: Yonimo Shiawase na Boukensha-tachi,OVA,4,6557
Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,Movie,1,26053
Galaxy Angel Rune,TV,13,1600
Genbanojou,Movie,1,33389
Gongitsune,Movie,1,9535
Hametsu no Oukoku,TV,12,54362
Haou Taikei Ryuu Knight: Adeu Legend II,OVA,3,1850
Heibai Wushang 2nd Season,ONA,12,36544
Hula Fulla Dance,Movie,1,43762
Inazma Delivery,TV,10,34502
Ippatsu Kanta-kun,TV,53,5287
Shishang Zui Qiang Nan Zhujiao,ONA,48,51863
Shoujo☆Conto All Starlight,ONA,26,39643
Soccer Fever,TV,51,10774
Space Fantasia 2001 Nights,OVA,1,1662
Stratos 4: Logbook,Special,1,1903
Street Fighter IV: Aratanaru Kizuna,OVA,1,5369
Tanpen Unico: Kuroi Kumo to Shiroi Hane,OVA,1,2428
Tenshi Kinryouku,OVA,3,51
Tiger Mask Fuku Men League Sen,Movie,1,18063
Yamatarou Kaeru,OVA,1,11537
Yatogame-chan Kansatsu Nikki,TV,12,37940
Yu☆Gi☆Oh! Zexal Second: Midokoro Tenkomori Special,Special,1,16576
Submarine Super 99,TV,13,1713
Super Secret,ONA,22,42004
Tetsuko no Tabi,TV,13,2552
To Heart 2: Dungeon Travelers,OVA,2,11773
Totsugeki! Pappara-tai,TV,25,5278
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",TV,24,33377
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori OVA",OVA,2,34197
Under the Dog,OVA,1,27387
VERSEⁿ: Episodeⁿ - Kuusou,ONA,1,50383
Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,Special,1,21595
Komori-san wa Kotowarenai!,TV,12,31091
Loups=Garous,Movie,1,7598
Love Live! Nijigasaki Gakuen School Idol Doukoukai Recap,ONA,1,52011
Mamono Hunter Youko,OVA,5,1280
Mari Iyagi,Movie,1,2133
Megane no Mahou,ONA,1,38456
Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,Special,1,16335
Peach Boy Riverside,TV,12,42627
Ple Ple Pleiades Special Edition,ONA,1,51168
Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyuu,ONA,2,31911
Pokemon XY: Koukoku no Princess Diancie,Special,1,25365
Pop in Q,Movie,1,30695
Queen's Blade: Rebellion,TV,12,11859
Sekkou Boys,TV,12,31540
Shin Obake no Q-tarou,TV,70,7980
Ai Zai Xiyuan Qian,ONA,12,40876
Anklet to Aoi Umi,Movie,1,41374
Biohazard: Infinite Darkness,ONA,4,42976
Blassreiter: Navi,Special,1,5539
Bubuki Buranki,TV,12,32023
Buttobi!! CPU,OVA,3,458
Eureka Seven AO: Jungfrau no Hanabana-tachi,OVA,1,14875
Fuuma no Kojirou: Yasha-hen,OVA,6,4854
Gag Manga Biyori: Jump Festa 2002 Special,Special,1,10262
Genei wo Kakeru Taiyou: Fumikomenai Kokoro,Special,1,20187
Gokujou!! Mecha Mote Iinchou Second Collection,TV,51,8538
Gregory Horror Show: The Last Train,TV,26,12483
Guskou Budori no Denki (2012),Movie,1,13215
Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,TV,12,34337
Jian Xian Zai Ci,ONA,36,51864
Jikuu Boukenki Zentrix,TV,26,5129
AD Police,OVA,3,1346
Ai Tenshi Densetsu Wedding Peach Specials,Special,2,26189
Air Recap,Special,1,36032
Apache Yakyuugun,TV,26,3844
Appaga Piryohae,Movie,1,4099
Appleseed XIII Remix Movie 1: Yuigon,Movie,1,10689
Arata naru Sekai: World's/Start/Load/End,OVA,1,14373
Arifureta Shokugyou de Sekai Saikyou 2nd Season Picture Drama,ONA,12,51340
Barbapapa,TV,45,2823
Boukensha: The Man Was from Spain,TV,26,3132
Calimero,TV,45,2827
Duel Masters Cross,TV,100,10527
"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",Special,1,36629
Haiyoru! Nyaruani: Remember My Love(craft-sensei),TV,11,9598
Huckleberry no Bouken,TV,26,2545
Isuca: Gokuraku,OVA,1,28713
Si Hai Jing Qi 2nd Season,ONA,24,44213
Silent Möbius 2,Movie,1,2100
Silent Möbius: The Motion Picture,Movie,1,2099
Souten no Ken Specials,Special,4,3864
Tanoshii Willow Town,TV,26,4599
The☆Doraemons: Goal! Goal! Goal!!,Movie,1,2631
Tooi Sekai,ONA,1,2210
Ultra B,TV,119,10250
Warau Salesman Special Program,Special,14,35158
Xian Feng Jianyu Lu,ONA,70,42291
Yubisaki to Renren Mini Anime,ONA,12,57782
Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film,Special,1,17785
Kakyuusei (TV),TV,13,2609
Konohakaseki no Natsu,Movie,1,40139
Kotoura-san: Haruka no Heya,ONA,6,16636
Larva 2nd Season,TV,52,31673
Level 1 dakedo Unique Skill de Saikyou desu,TV,12,51764
Macross F: Choujikuu Gekijou,OVA,1,10361
Makasete Iruka!,OVA,1,2791
Man Tou Riji,ONA,10,35215
Megami Kouhosei Special Curriculum,OVA,1,887
Megane-bu!,TV,12,19257
Megumi no Daigo: Kajiba no Baka Yarou,Movie,1,3147
Mu Wang Zhi Wang: Han Tie Dou,ONA,21,37928
Mu Wang Zhi Wang: Qi Lin Jue,ONA,20,37737
Mu Wang Zhi Wang: Xuan Guan Si,ONA,20,39720
My Life,ONA,1,16690
Neko Neko Nihonshi,TV,32,32572
Ohayou! Spank (Movie),Movie,1,19897
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... Voice Drama,ONA,7,51036
Petit Cool Doji Danshi no Hitokoma,ONA,2,54718
Qin Shi Mingyue: Bai Bu Fei Jian,TV,10,9806
Rerere no Tensai Bakabon,TV,24,10607
Sangokushi (1985),Special,1,8677
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su Mini Anime",ONA,9,56791
Shi Huang Zhi Shen,ONA,13,39298
Junod,Movie,1,9525
Kanashiki Debu Neko-chan,TV,10,49431
Karakuri Circus: Makuai - Soshite Mata Kaimaku Bell,Special,1,39066
Ketsuekigata-kun! 4,TV,12,32274
Kidou Senshi Gundam Senki: Avant Title,ONA,1,18449
Kita e.: Diamond Dust Drops Special,Special,1,7571
Kite Liberator,OVA,1,3323
Koneko no Haitatsuin Uunyan,ONA,1,54330
Konpeki no Kantai: Sourai Kaihatsu Monogatari,Special,1,10335
Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials,Special,4,21575
Kujibiki♥Unbalance,TV,12,1591
Kurage no Shokudou,OVA,1,29301
Line Town,TV,50,18155
Little Charo,TV,50,13177
Macross 25-shuunen Kinen: All That VF Macross F Version,ONA,1,5165
Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,TV,26,3876
Maken-Ki! Two Specials,Special,5,23989
Mao Yu Tao Hua Yuan,Movie,1,37179
Mao Zhi Ming Specials,ONA,5,51000
McDull: Gushi,Movie,1,9817
Midnight Horror School,TV,52,7751
Neko Neko Nihonshi 2nd Season,TV,32,35302
Ninja Hattori-kun (2012) Special,Special,1,30177
Play Ball,TV,13,3768
Robot Town Sagami 2028,ONA,1,33192
Shikkakumon no Saikyou Kenja,TV,12,47161
Shin Bikkuriman,TV,72,9885
12-sai.,OVA,8,23579
A-Ko The Versus,OVA,2,1295
Adachi-ga Hara,Movie,1,8181
Akai Kiba: Blue Sonnet,OVA,5,2051
Akuu Daisakusen Srungle,TV,53,6452
Bakugan Battle Brawlers: Mechtanium Surge,ONA,46,10330
