name,type,episodes,mal_link
BlazBlue: Alter Memory,TV,12,https://myanimelist.net/anime/18767/BlazBlue__Alter_Memory
Burn Up!,OVA,1,https://myanimelist.net/anime/767/Burn_Up
Da Wang Bu Gaoxing 2,ONA,12,https://myanimelist.net/anime/42302/Da_Wang_Bu_Gaoxing_2
Dive!!,TV,12,https://myanimelist.net/anime/34543/Dive
God Eater Resonant Ops,ONA,1,https://myanimelist.net/anime/38444/God_Eater_Resonant_Ops
Guomin Laogong Dai Huijia 4th Season,ONA,12,https://myanimelist.net/anime/38677/Guomin_Laogong_Dai_Huijia_4th_Season
Hakujaden,Movie,1,https://myanimelist.net/anime/4513/Hakujaden
Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,Movie,1,https://myanimelist.net/anime/1552/Hiatari_Ryoukou_Yume_no_Naka_ni_Kimi_ga_Ita
Hi☆sCoool! SeHa Girls Special,Special,1,https://myanimelist.net/anime/34323/Hi☆sCoool_SeHa_Girls_Special
Hijikata Toshizou: Shiro no Kiseki,OVA,1,https://myanimelist.net/anime/1977/Hijikata_Toshizou__Shiro_no_Kiseki
Himitsu no Akko-chan (Movie),Movie,1,https://myanimelist.net/anime/12569/Himitsu_no_Akko-chan_Movie
Ibarahime Mata wa Nemurihime,Movie,1,https://myanimelist.net/anime/7169/Ibarahime_Mata_wa_Nemurihime
Jib,Movie,1,https://myanimelist.net/anime/17233/Jib
Shin-Men,TV,13,https://myanimelist.net/anime/9799/Shin-Men
Shounen Ashibe: Go! Go! Goma-chan,TV,32,https://myanimelist.net/anime/32571/Shounen_Ashibe__Go_Go_Goma-chan
Softenni Specials,Special,6,https://myanimelist.net/anime/10796/Softenni_Specials
SoniAni: Super Sonico The Animation,TV,12,https://myanimelist.net/anime/20555/SoniAni__Super_Sonico_The_Animation
Suhoyojeong Michel,TV,26,https://myanimelist.net/anime/4801/Suhoyojeong_Michel
Tamagotchi! Miracle Friends,TV,29,https://myanimelist.net/anime/19843/Tamagotchi_Miracle_Friends
Tanuki to Kitsune,ONA,18,https://myanimelist.net/anime/36979/Tanuki_to_Kitsune
Tottoko Hamtarou: Anime Dechu!,OVA,1,https://myanimelist.net/anime/36145/Tottoko_Hamtarou__Anime_Dechu
"Touhokutou, Juunana no Sora",ONA,1,https://myanimelist.net/anime/40990/Touhokutou_Juunana_no_Sora
Tribe Nine,TV,12,https://myanimelist.net/anime/49969/Tribe_Nine
Wo Shi Na Zha,Movie,1,https://myanimelist.net/anime/37661/Wo_Shi_Na_Zha
Yomigaeru Sora Pilot,Special,1,https://myanimelist.net/anime/24527/Yomigaeru_Sora_Pilot
Yurumates 3D Plus: Natsuyasumi Maison du Wish Report,OVA,1,https://myanimelist.net/anime/31551/Yurumates_3D_Plus__Natsuyasumi_Maison_du_Wish_Report
Shinobi no Ittoki,TV,12,https://myanimelist.net/anime/51098/Shinobi_no_Ittoki
Sore Ike! Anpanman: Anpanman to Christmas no Hoshi,Special,1,https://myanimelist.net/anime/16988/Sore_Ike_Anpanman__Anpanman_to_Christmas_no_Hoshi
Street Fighter IV: Aftermath,Special,4,https://myanimelist.net/anime/41873/Street_Fighter_IV__Aftermath
Tattoon Master,OVA,2,https://myanimelist.net/anime/2102/Tattoon_Master
Tezuka Osamu no Don Dracula,TV,8,https://myanimelist.net/anime/4853/Tezuka_Osamu_no_Don_Dracula
Toshiwasure Guda Guda Order 2016,Special,1,https://myanimelist.net/anime/40469/Toshiwasure_Guda_Guda_Order_2016
"Yakeato no, Okashi no Ki",Special,1,https://myanimelist.net/anime/15815/Yakeato_no_Okashi_no_Ki
Youma,OVA,2,https://myanimelist.net/anime/1484/Youma
Yumeria,TV,12,https://myanimelist.net/anime/204/Yumeria
Yurumates 3D OVA,OVA,1,https://myanimelist.net/anime/14949/Yurumates_3D_OVA
Yutori-chan,ONA,25,https://myanimelist.net/anime/7770/Yutori-chan
Zhandou Wang Zhi Jufeng Zhan Hun 3,TV,40,https://myanimelist.net/anime/36427/Zhandou_Wang_Zhi_Jufeng_Zhan_Hun_3
Kaze no Matasaburou (Movie),Movie,1,https://myanimelist.net/anime/30922/Kaze_no_Matasaburou_Movie
Koisuru Asteroid: Furikaeri - Kirakira Special!,Special,1,https://myanimelist.net/anime/41271/Koisuru_Asteroid__Furikaeri_-_Kirakira_Special
Kujibiki Unbalance,OVA,3,https://myanimelist.net/anime/669/Kujibiki_Unbalance
Ling Feng Zhe,ONA,7,https://myanimelist.net/anime/39022/Ling_Feng_Zhe
Littleforestmello,ONA,3,https://myanimelist.net/anime/36410/Littleforestmello
Lu Ling,Movie,1,https://myanimelist.net/anime/25149/Lu_Ling
Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu Episode 0,ONA,1,https://myanimelist.net/anime/39011/Madan_no_Ou_to_Vanadis__Tigre-kun_to_Vanadi-chu_Episode_0
Magic Knight Rayearth Pilot,Special,1,https://myanimelist.net/anime/38372/Magic_Knight_Rayearth_Pilot
MahoYome Specials,Special,6,https://myanimelist.net/anime/51097/MahoYome_Specials
Majutsushi Orphen Hagure Tabi: Tennin no Isan,Special,1,https://myanimelist.net/anime/41549/Majutsushi_Orphen_Hagure_Tabi__Tennin_no_Isan
Malice@Doll,OVA,3,https://myanimelist.net/anime/2261/MaliceDoll
Maze☆Bakunetsu Jikuu: Hot Springs,Special,1,https://myanimelist.net/anime/3884/Maze☆Bakunetsu_Jikuu__Hot_Springs
Momoiro Sisters,TV,23,https://myanimelist.net/anime/1188/Momoiro_Sisters
Muybridge no Ito,Movie,1,https://myanimelist.net/anime/10688/Muybridge_no_Ito
Namu Amida Butsu! Rendai Utena,TV,12,https://myanimelist.net/anime/38150/Namu_Amida_Butsu_Rendai_Utena
Nekota no Koto ga Kininatte Shikatanai. (ONA),ONA,4,https://myanimelist.net/anime/30842/Nekota_no_Koto_ga_Kininatte_Shikatanai_ONA
Osananajimi ga Zettai ni Makenai Love Comedy,TV,12,https://myanimelist.net/anime/43007/Osananajimi_ga_Zettai_ni_Makenai_Love_Comedy
Panda-Z: The Robonimation,TV,30,https://myanimelist.net/anime/2234/Panda-Z__The_Robonimation
Reiwa no Di Gi Charat,TV,16,https://myanimelist.net/anime/49179/Reiwa_no_Di_Gi_Charat
Seikaisuru Kado: Ekwari,Special,1,https://myanimelist.net/anime/35603/Seikaisuru_Kado__Ekwari
Shijian Qiutu,ONA,12,https://myanimelist.net/anime/50644/Shijian_Qiutu
3-gatsu no Lion: Ugoku! Nya Shogi,Special,10,https://myanimelist.net/anime/38154/3-gatsu_no_Lion__Ugoku_Nya_Shogi
Alice SOS,TV,28,https://myanimelist.net/anime/8812/Alice_SOS
Alita De Shi Lian,ONA,1,https://myanimelist.net/anime/52754/Alita_De_Shi_Lian
Anju to Zushioumaru,Movie,1,https://myanimelist.net/anime/7610/Anju_to_Zushioumaru
"Ano Hi, Bokura wa Senjou de: Shounenhei no Kokuhaku",Special,1,https://myanimelist.net/anime/31563/Ano_Hi_Bokura_wa_Senjou_de__Shounenhei_no_Kokuhaku
Bem,TV,12,https://myanimelist.net/anime/39221/Bem
Bikkuriman 2000,TV,68,https://myanimelist.net/anime/5478/Bikkuriman_2000
Biohazard 4: Incubate,OVA,1,https://myanimelist.net/anime/8278/Biohazard_4__Incubate
Black Bullet: Tenchuu＊Girls,Special,1,https://myanimelist.net/anime/30100/Black_Bullet__Tenchuu＊Girls
Bokura no: Tsuisou,Special,1,https://myanimelist.net/anime/12877/Bokura_no__Tsuisou
Chikkun Takkun,TV,23,https://myanimelist.net/anime/16303/Chikkun_Takkun
Doraemon: Nobita to Mirai Note,OVA,1,https://myanimelist.net/anime/16702/Doraemon__Nobita_to_Mirai_Note
Eiyuu Kyoushitsu,TV,12,https://myanimelist.net/anime/49894/Eiyuu_Kyoushitsu
Flanders no Inu Specials,Special,2,https://myanimelist.net/anime/24679/Flanders_no_Inu_Specials
Flying Witch Petit,ONA,9,https://myanimelist.net/anime/32954/Flying_Witch_Petit
Fushigi na Koala Blinky,TV,26,https://myanimelist.net/anime/1333/Fushigi_na_Koala_Blinky
Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,OVA,1,https://myanimelist.net/anime/9464/Ganbare_Goemon__Chikyuu_Kyuushutsu_Daisakusen
"Genesis Climber Mospeada: Love, Live, Alive",OVA,1,https://myanimelist.net/anime/3671/Genesis_Climber_Mospeada__Love_Live_Alive
Gigi Goegoe Sunghyungsoo,Movie,1,https://myanimelist.net/anime/42737/Gigi_Goegoe_Sunghyungsoo
GO-GO Tamagotchi!,TV,50,https://myanimelist.net/anime/23107/GO-GO_Tamagotchi
Instant History,TV,312,https://myanimelist.net/anime/14211/Instant_History
Itsumo Kokoro ni Taiyou wo!,TV,16,https://myanimelist.net/anime/28071/Itsumo_Kokoro_ni_Taiyou_wo
Jungle Kurobee,TV,31,https://myanimelist.net/anime/10889/Jungle_Kurobee
A New Journey,ONA,1,https://myanimelist.net/anime/39057/A_New_Journey
An Jie Shen Shi,ONA,22,https://myanimelist.net/anime/45195/An_Jie_Shen_Shi
Aquarian Age: Sign for Evolution,TV,13,https://myanimelist.net/anime/1224/Aquarian_Age__Sign_for_Evolution
Blocker Gundan IV Machine Blaster,TV,38,https://myanimelist.net/anime/5829/Blocker_Gundan_IV_Machine_Blaster
Buddy Go! 2,Special,4,https://myanimelist.net/anime/34173/Buddy_Go_2
Captain Movie,Movie,1,https://myanimelist.net/anime/18759/Captain_Movie
Chibi Kero: Kerobouru no Himitsu!?,Special,1,https://myanimelist.net/anime/5449/Chibi_Kero__Kerobouru_no_Himitsu
Chikai,ONA,1,https://myanimelist.net/anime/40385/Chikai
Choegang Top Plate,TV,26,https://myanimelist.net/anime/31211/Choegang_Top_Plate
Choujuu Densetsu Gestalt,OVA,2,https://myanimelist.net/anime/1283/Choujuu_Densetsu_Gestalt
Dragon Age: Blood Mage no Seisen,Movie,1,https://myanimelist.net/anime/11705/Dragon_Age__Blood_Mage_no_Seisen
Eightman,TV,56,https://myanimelist.net/anime/5052/Eightman
Gegege no Kitarou (1985 Movie),Movie,1,https://myanimelist.net/anime/8152/Gegege_no_Kitarou_1985_Movie
Genei Toushi Bastof Lemon,TV,26,https://myanimelist.net/anime/3151/Genei_Toushi_Bastof_Lemon
Ginga Tetsudou 999: Jikuu wo Koeta Energy no Tabi,ONA,5,https://myanimelist.net/anime/10118/Ginga_Tetsudou_999__Jikuu_wo_Koeta_Energy_no_Tabi
Gunslinger Stratos The Animation: Bunki/Futatsu no Mirai,Special,1,https://myanimelist.net/anime/31065/Gunslinger_Stratos_The_Animation__Bunki_Futatsu_no_Mirai
Heisei Tensai Bakabon,TV,46,https://myanimelist.net/anime/19961/Heisei_Tensai_Bakabon
Jantama Pong☆,TV,11,https://myanimelist.net/anime/50789/Jantama_Pong☆
Jishu Seisaku Movie Binchou-tan,OVA,1,https://myanimelist.net/anime/1926/Jishu_Seisaku_Movie_Binchou-tan
Slide,ONA,1,https://myanimelist.net/anime/37775/Slide
Stitch!,TV,25,https://myanimelist.net/anime/5027/Stitch
Super Kuma-san,Special,1,https://myanimelist.net/anime/2421/Super_Kuma-san
Tenjouhen: Utsunomiko,Movie,1,https://myanimelist.net/anime/5922/Tenjouhen__Utsunomiko
Tottoko Hamtarou wa Ham Ham Paradise! Kazu Katachi Chie,OVA,1,https://myanimelist.net/anime/39105/Tottoko_Hamtarou_wa_Ham_Ham_Paradise_Kazu_Katachi_Chie
TV Yarou Nanaana: Wakuwaku Doukutsu Land,TV,24,https://myanimelist.net/anime/39581/TV_Yarou_Nanaana__Wakuwaku_Doukutsu_Land
Twin Bee Paradise,OVA,4,https://myanimelist.net/anime/4131/Twin_Bee_Paradise
Umigame to Shounen,Special,1,https://myanimelist.net/anime/20225/Umigame_to_Shounen
Xiong Bing Lian,ONA,33,https://myanimelist.net/anime/37643/Xiong_Bing_Lian
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana OVA,OVA,1,https://myanimelist.net/anime/40762/Keishichou_Tokumubu_Tokushu_Kyouakuhan_Taisakushitsu_Dainanaka__Tokunana_OVA
Koneko no Studio,Movie,1,https://myanimelist.net/anime/6994/Koneko_no_Studio
Licca-chan Fushigi na Fushigi na Yunia Monogatari,OVA,2,https://myanimelist.net/anime/9792/Licca-chan_Fushigi_na_Fushigi_na_Yunia_Monogatari
Meitantei Pikachu: Kareinaru Morning Routine,ONA,1,https://myanimelist.net/anime/57003/Meitantei_Pikachu__Kareinaru_Morning_Routine
Moyashimon CGI Anime,OVA,1,https://myanimelist.net/anime/9290/Moyashimon_CGI_Anime
Nagareboshi Lens Specials,Special,3,https://myanimelist.net/anime/15717/Nagareboshi_Lens_Specials
Natsufuku no Shoujo-tachi,Special,1,https://myanimelist.net/anime/8896/Natsufuku_no_Shoujo-tachi
Oh! Super Milk-chan Special,Special,1,https://myanimelist.net/anime/18815/Oh_Super_Milk-chan_Special
Okon Joururi,Movie,1,https://myanimelist.net/anime/4220/Okon_Joururi
Ookami Shounen Ken,TV,86,https://myanimelist.net/anime/17521/Ookami_Shounen_Ken
Osamu to Musashi,Movie,1,https://myanimelist.net/anime/19731/Osamu_to_Musashi
Osomatsu-kun: Iyami wa Hitori Kaze no Naka,OVA,1,https://myanimelist.net/anime/32088/Osomatsu-kun__Iyami_wa_Hitori_Kaze_no_Naka
Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!,Movie,1,https://myanimelist.net/anime/19879/Osomatsu-kun__Suika_no_Hoshi_kara_Konnichiwa_zansu
Puchimas!: Petit iDOLM@STER (OVA),OVA,2,https://myanimelist.net/anime/39046/Puchimas__Petit_iDOLMSTER_OVA
Puttsun Make Love,OVA,6,https://myanimelist.net/anime/9542/Puttsun_Make_Love
RG Veda,OVA,2,https://myanimelist.net/anime/439/RG_Veda
Sacred Seven: Shirogane no Tsubasa Picture Drama,Special,2,https://myanimelist.net/anime/13927/Sacred_Seven__Shirogane_no_Tsubasa_Picture_Drama
Sazae-san: Dawn to Ikka de Hawaii Ryokou,Special,1,https://myanimelist.net/anime/28615/Sazae-san__Dawn_to_Ikka_de_Hawaii_Ryokou
Junkers Come Here Pilot Film,Special,1,https://myanimelist.net/anime/42228/Junkers_Come_Here_Pilot_Film
Kidou Senshi Gundam G40,ONA,1,https://myanimelist.net/anime/41063/Kidou_Senshi_Gundam_G40
Komaneko no Christmas: Maigo ni Natta Present,Movie,1,https://myanimelist.net/anime/7461/Komaneko_no_Christmas__Maigo_ni_Natta_Present
Koutetsu Tenshi Kurumi Zero,OVA,3,https://myanimelist.net/anime/556/Koutetsu_Tenshi_Kurumi_Zero
Lan Mao,TV,3057,https://myanimelist.net/anime/9947/Lan_Mao
Luck & Logic,TV,12,https://myanimelist.net/anime/32083/Luck___Logic
Machikado Mazoku Mini,ONA,36,https://myanimelist.net/anime/40755/Machikado_Mazoku_Mini
Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,Movie,1,https://myanimelist.net/anime/1990/Mahou_Gakuen_Lunar_Aoi_Ryuu_no_Himitsu
Mechakko Dotakon,TV,28,https://myanimelist.net/anime/6727/Mechakko_Dotakon
Mofa Ya Ma,Movie,1,https://myanimelist.net/anime/10149/Mofa_Ya_Ma
Perman (1983) Specials,Special,3,https://myanimelist.net/anime/30646/Perman_1983_Specials
Quiz Magic Academy: The Original Animation,OVA,1,https://myanimelist.net/anime/5080/Quiz_Magic_Academy__The_Original_Animation
Seikaisuru Kado: Beyond Information,ONA,1,https://myanimelist.net/anime/37922/Seikaisuru_Kado__Beyond_Information
11eyes,TV,12,https://myanimelist.net/anime/6682/11eyes
Abarenbou Rikishi!! Matsutarou,TV,23,https://myanimelist.net/anime/22831/Abarenbou_Rikishi_Matsutarou
Attack No.1: Namida no Fushichou,Movie,1,https://myanimelist.net/anime/9164/Attack_No1__Namida_no_Fushichou
Beast Wars Second Chou Seimeitai Transformers: Lio Convoy Kiki Ippatsu! Movie,Movie,1,https://myanimelist.net/anime/5289/Beast_Wars_Second_Chou_Seimeitai_Transformers__Lio_Convoy_Kiki_Ippatsu_Movie
Berserk Recap,Special,1,https://myanimelist.net/anime/35009/Berserk_Recap
"Boku, Otaryman.",OVA,1,https://myanimelist.net/anime/7597/Boku_Otaryman
Cheonbangjichuk Hani,TV,13,https://myanimelist.net/anime/17893/Cheonbangjichuk_Hani
Choujin Locke: Lord Leon,OVA,3,https://myanimelist.net/anime/4014/Choujin_Locke__Lord_Leon
Cutie Honey Flash: The Movie,Movie,1,https://myanimelist.net/anime/6496/Cutie_Honey_Flash__The_Movie
DRAMAtical Murder,TV,12,https://myanimelist.net/anime/23333/DRAMAtical_Murder
DRAMAtical Murder: Data_xx_Transitory,Special,1,https://myanimelist.net/anime/25567/DRAMAtical_Murder__Data_xx_Transitory
Gebäude Bäude,TV,10,https://myanimelist.net/anime/43350/Gebäude_Bäude
Ginga e Kickoff!! Natsuyasumi Special,Special,1,https://myanimelist.net/anime/15993/Ginga_e_Kickoff_Natsuyasumi_Special
Ginga Tetsudou 999: Niji no Michishirube,Movie,1,https://myanimelist.net/anime/27651/Ginga_Tetsudou_999__Niji_no_Michishirube
Glass no Kantai: La Legende du Vent de l'Univers Specials,Special,2,https://myanimelist.net/anime/5652/Glass_no_Kantai__La_Legende_du_Vent_de_lUnivers_Specials
Golden Douga Gekijou Specials,Special,7,https://myanimelist.net/anime/51149/Golden_Douga_Gekijou_Specials
Gunslinger Stratos The Animation,TV,12,https://myanimelist.net/anime/28791/Gunslinger_Stratos_The_Animation
Guruguru Petit Anime Gekijou,ONA,24,https://myanimelist.net/anime/35909/Guruguru_Petit_Anime_Gekijou
Hakuouki: Otogisoushi Special,Special,1,https://myanimelist.net/anime/34948/Hakuouki__Otogisoushi_Special
Hime Gal♥Paradise,OVA,9,https://myanimelist.net/anime/9944/Hime_Gal♥Paradise
Inga Nikki,ONA,10,https://myanimelist.net/anime/12411/Inga_Nikki
Shounen Hollywood: Holly Stage for 49,TV,13,https://myanimelist.net/anime/23151/Shounen_Hollywood__Holly_Stage_for_49
Tensai Ouji no Akaji Kokka Saisei Jutsu: Short Drama,ONA,5,https://myanimelist.net/anime/49592/Tensai_Ouji_no_Akaji_Kokka_Saisei_Jutsu__Short_Drama
Tiger & Bunny Recaps,OVA,2,https://myanimelist.net/anime/30178/Tiger___Bunny_Recaps
To Heart: Remember My Memories Specials,Special,7,https://myanimelist.net/anime/686/To_Heart__Remember_My_Memories_Specials
Tong Zhi Zhe,ONA,10,https://myanimelist.net/anime/33702/Tong_Zhi_Zhe
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka? Namiuchigiwa no Okaasan wa Suki desu ka?,OVA,1,https://myanimelist.net/anime/40102/Tsuujou_Kougeki_ga_Zentai_Kougeki_de_Ni-kai_Kougeki_no_Okaasan_wa_Suki_desu_ka_Namiuchigiwa_no_Okaasan_wa_Suki_desu_ka
Wakakusa Monogatari: Nan to Jo-sensei Specials,Special,2,https://myanimelist.net/anime/23741/Wakakusa_Monogatari__Nan_to_Jo-sensei_Specials
"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",Special,1,https://myanimelist.net/anime/32382/Wake_Up_Girls_no_Miyagi_PR_Yarasete_Kudasai
Wasure Hoshi no Volicia,Movie,1,https://myanimelist.net/anime/55640/Wasure_Hoshi_no_Volicia
Yatterman the Movie: Shin Yattermecha Dai Shuugou! Omocha no Kuni de Dai Ketsudan da Koron,Movie,1,https://myanimelist.net/anime/6693/Yatterman_the_Movie__Shin_Yattermecha_Dai_Shuugou_Omocha_no_Kuni_de_Dai_Ketsudan_da_Koron
Yosuga no Sora,TV,12,https://myanimelist.net/anime/8861/Yosuga_no_Sora
Youkoso Lodoss-tou e!,Movie,1,https://myanimelist.net/anime/2840/Youkoso_Lodoss-tou_e
Tetsuwan Atom: Atom Tanjou no Himitsu,Movie,1,https://myanimelist.net/anime/17959/Tetsuwan_Atom__Atom_Tanjou_no_Himitsu
The Kabocha Wine: Nita no Aijou Monogatari,Movie,1,https://myanimelist.net/anime/8524/The_Kabocha_Wine__Nita_no_Aijou_Monogatari
Votoms Finder,OVA,1,https://myanimelist.net/anime/8249/Votoms_Finder
Kaitou Tenshi Twin Angel,OVA,2,https://myanimelist.net/anime/3805/Kaitou_Tenshi_Twin_Angel
"Kanojo, Okarishimasu 2nd Season: Date Movie",ONA,12,https://myanimelist.net/anime/52289/Kanojo_Okarishimasu_2nd_Season__Date_Movie
King's Raid: Ishi wo Tsugumono-tachi,TV,26,https://myanimelist.net/anime/41834/Kings_Raid__Ishi_wo_Tsugumono-tachi
Kirara,OVA,1,https://myanimelist.net/anime/2526/Kirara
Madonna,OVA,2,https://myanimelist.net/anime/3482/Madonna
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Recaps,Special,3,https://myanimelist.net/anime/49290/Magia_Record__Mahou_Shoujo_Madoka☆Magica_Gaiden_Recaps
Majutsushi Orphen Hagure Tabi: Seiiki-hen,TV,12,https://myanimelist.net/anime/54738/Majutsushi_Orphen_Hagure_Tabi__Seiiki-hen
Mars,OVA,2,https://myanimelist.net/anime/10648/Mars
Metal Fight Beyblade Zero G Specials,Special,7,https://myanimelist.net/anime/21479/Metal_Fight_Beyblade_Zero_G_Specials
Minna Atsumare! Falcom Gakuen SC,TV,12,https://myanimelist.net/anime/25999/Minna_Atsumare_Falcom_Gakuen_SC
Nagagutsu Sanjuushi,Movie,1,https://myanimelist.net/anime/5006/Nagagutsu_Sanjuushi
Ndaho Kekkon Omedetou!!,ONA,1,https://myanimelist.net/anime/48864/Ndaho_Kekkon_Omedetou
Nine: Kanketsu-hen,Special,1,https://myanimelist.net/anime/9244/Nine__Kanketsu-hen
Notari Matsutarou,OVA,10,https://myanimelist.net/anime/7836/Notari_Matsutarou
Oh! Super Milk-chan,TV,12,https://myanimelist.net/anime/1769/Oh_Super_Milk-chan
Ojisan to Marshmallow: Hige-san to Yume Mashmallow,Special,1,https://myanimelist.net/anime/33201/Ojisan_to_Marshmallow__Hige-san_to_Yume_Mashmallow
Osomatsu-kun (1988): Appare! Chibita no Onitaiji zansu,Special,1,https://myanimelist.net/anime/32087/Osomatsu-kun_1988__Appare_Chibita_no_Onitaiji_zansu
Perrine Monogatari Movie,Movie,1,https://myanimelist.net/anime/16458/Perrine_Monogatari_Movie
Platinum End,TV,24,https://myanimelist.net/anime/44961/Platinum_End
Queen's Blade OVA Specials,Special,2,https://myanimelist.net/anime/12065/Queens_Blade_OVA_Specials
Shin Kaitei Gunkan,OVA,2,https://myanimelist.net/anime/1938/Shin_Kaitei_Gunkan
Shin Kidou Senki Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,Special,1,https://myanimelist.net/anime/22435/Shin_Kidou_Senki_Gundam_Wing__Frozen_Teardrop_Picture_Drama_-_Aratanaru_Tatakai
Agigongryong Doolie,TV,6,https://myanimelist.net/anime/17088/Agigongryong_Doolie
Akuemon,OVA,1,https://myanimelist.net/anime/14231/Akuemon
Anime Tenchou,OVA,1,https://myanimelist.net/anime/3080/Anime_Tenchou
Asa made Jugyou Chu!,OVA,1,https://myanimelist.net/anime/12581/Asa_made_Jugyou_Chu
Blade & Soul,TV,13,https://myanimelist.net/anime/22547/Blade___Soul
Blood-C: None-None Gekijou,ONA,7,https://myanimelist.net/anime/14077/Blood-C__None-None_Gekijou
Celia-sensei no Wakuwaku Magical Kyoushitsu,ONA,18,https://myanimelist.net/anime/49215/Celia-sensei_no_Wakuwaku_Magical_Kyoushitsu
Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki,Special,1,https://myanimelist.net/anime/25033/Chiisana_Koi_no_Monogatari__Chichi_to_Sally_Hatsukoi_no_Shiki
Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,TV,12,https://myanimelist.net/anime/34295/Choboraunyopomi_Gekijou_Dai_San_Maku_Ai_Mai_Mii__Surgical_Friends
Closure no Kimitsu File,ONA,17,https://myanimelist.net/anime/48994/Closure_no_Kimitsu_File
Cyborg 009,Movie,1,https://myanimelist.net/anime/6872/Cyborg_009
Cyborg 009: Kaijuu Sensou,Movie,1,https://myanimelist.net/anime/7290/Cyborg_009__Kaijuu_Sensou
DD Hokuto no Ken,TV,12,https://myanimelist.net/anime/10177/DD_Hokuto_no_Ken
Document Taiyou no Kiba Dagram,Movie,1,https://myanimelist.net/anime/9972/Document_Taiyou_no_Kiba_Dagram
Fujoshi no Hinkaku,OVA,1,https://myanimelist.net/anime/8178/Fujoshi_no_Hinkaku
Good Morning Call,OVA,1,https://myanimelist.net/anime/1056/Good_Morning_Call
Grey: Digital Target,Movie,1,https://myanimelist.net/anime/2423/Grey__Digital_Target
Haguregumo,Movie,1,https://myanimelist.net/anime/8500/Haguregumo
Heibai Wushuang 3rd Season,ONA,12,https://myanimelist.net/anime/49208/Heibai_Wushuang_3rd_Season
Hoshi ni Negai wo: Cold Body + Warm Heart,ONA,1,https://myanimelist.net/anime/7230/Hoshi_ni_Negai_wo__Cold_Body___Warm_Heart
Hua Jianghu: Bei Mo Ting,ONA,40,https://myanimelist.net/anime/35650/Hua_Jianghu__Bei_Mo_Ting
Iron Man,TV,12,https://myanimelist.net/anime/6875/Iron_Man
Jin Hou Xiang Yao,Movie,1,https://myanimelist.net/anime/9417/Jin_Hou_Xiang_Yao
21 Emon Uchuu e Irasshai!,Movie,1,https://myanimelist.net/anime/6073/21_Emon_Uchuu_e_Irasshai
Angelique: Seichi yori Ai wo Komete,OVA,3,https://myanimelist.net/anime/2535/Angelique__Seichi_yori_Ai_wo_Komete
Arifureta Shokugyou de Sekai Saikyou Picture Drama,ONA,13,https://myanimelist.net/anime/49700/Arifureta_Shokugyou_de_Sekai_Saikyou_Picture_Drama
Asatir: Mirai no Mukashi Banashi,TV,13,https://myanimelist.net/anime/41558/Asatir__Mirai_no_Mukashi_Banashi
Boku no Boukuugou,Special,1,https://myanimelist.net/anime/20207/Boku_no_Boukuugou
Boruto: Naruto Next Generations,TV,293,https://myanimelist.net/anime/34566/Boruto__Naruto_Next_Generations
Bouken! Iczer 3,OVA,6,https://myanimelist.net/anime/2292/Bouken_Iczer_3
Climber,Movie,1,https://myanimelist.net/anime/41464/Climber
Dorami-chan: Hello Kyouryuu Kids!!,Movie,1,https://myanimelist.net/anime/2639/Dorami-chan__Hello_Kyouryuu_Kids
Egao no Daika,TV,12,https://myanimelist.net/anime/38544/Egao_no_Daika
Grick no Bouken,Movie,1,https://myanimelist.net/anime/7252/Grick_no_Bouken
Haha wo Tazunete Sanzenri Specials,Special,2,https://myanimelist.net/anime/23585/Haha_wo_Tazunete_Sanzenri_Specials
Hello Kitty no Shirayuki-hime,OVA,1,https://myanimelist.net/anime/17951/Hello_Kitty_no_Shirayuki-hime
Ichigeki Sacchuu!! Hoihoi-san,OVA,1,https://myanimelist.net/anime/932/Ichigeki_Sacchuu_Hoihoi-san
Socket,Movie,1,https://myanimelist.net/anime/7416/Socket
Soreyuke! Uchuu Senkan Yamamoto Youko,OVA,3,https://myanimelist.net/anime/1100/Soreyuke_Uchuu_Senkan_Yamamoto_Youko
Soukou Kihei Votoms Recaps,OVA,4,https://myanimelist.net/anime/12337/Soukou_Kihei_Votoms_Recaps
Ten Little Gall Force,OVA,1,https://myanimelist.net/anime/6331/Ten_Little_Gall_Force
Turning Mecard,TV,52,https://myanimelist.net/anime/35541/Turning_Mecard
Watanuki-san Chi to,TV,12,https://myanimelist.net/anime/41426/Watanuki-san_Chi_to
Wo de Yi Jie Zhi Lu,ONA,40,https://myanimelist.net/anime/50430/Wo_de_Yi_Jie_Zhi_Lu
