name,type,episodes,mal_link
Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,Movie,1,https://myanimelist.net/anime/4124/Futari_wa_Precure__Splash☆Star_Movie_-_Tick_Tack_Kiki_Ippatsu
Gakuen Handsome,TV,12,https://myanimelist.net/anime/33392/Gakuen_Handsome
Gene Diver,TV,56,https://myanimelist.net/anime/4470/Gene_Diver
Gunparade March: Arata Naru Kougunka,TV,12,https://myanimelist.net/anime/266/Gunparade_March__Arata_Naru_Kougunka
Hagure Yuusha no Aesthetica,TV,12,https://myanimelist.net/anime/13161/Hagure_Yuusha_no_Aesthetica
Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,Special,1,https://myanimelist.net/anime/23115/Hamatora_The_Animation__Saishuukai_Chokuzen_Mao_ga_Okuru
Haou Taikei Ryuu Knight: Adeu Legend,OVA,13,https://myanimelist.net/anime/1849/Haou_Taikei_Ryuu_Knight__Adeu_Legend
Huyao Xiao Hongniang: Yue Hong 2,ONA,1,https://myanimelist.net/anime/49718/Huyao_Xiao_Hongniang__Yue_Hong_2
Ikkitousen: Xtreme Xecutor,TV,12,https://myanimelist.net/anime/7580/Ikkitousen__Xtreme_Xecutor
Jue Shi Wu Hun,ONA,,https://myanimelist.net/anime/43626/Jue_Shi_Wu_Hun
Jungle Taitei: Yuuki ga Mirai wo Kaeru,Special,1,https://myanimelist.net/anime/6909/Jungle_Taitei__Yuuki_ga_Mirai_wo_Kaeru
Shin Tennis no Oujisama: U-17 World Cup,TV,13,https://myanimelist.net/anime/50099/Shin_Tennis_no_Oujisama__U-17_World_Cup
Sousei no Aquarion Evol,Special,1,https://myanimelist.net/anime/30381/Sousei_no_Aquarion_Evol
TaoTao Ehonkan Sekai Doubutsu Banashi,TV,52,https://myanimelist.net/anime/2578/TaoTao_Ehonkan_Sekai_Doubutsu_Banashi
Temple,TV,12,https://myanimelist.net/anime/54275/Temple
Tentai Kansoku,ONA,1,https://myanimelist.net/anime/54009/Tentai_Kansoku
Toku: Touken Ranbu - Hanamaru - Setsugetsuka,Movie,3,https://myanimelist.net/anime/47777/Toku__Touken_Ranbu_-_Hanamaru_-_Setsugetsuka
Urusei Yatsura Movie 4: Lum The Forever,Movie,1,https://myanimelist.net/anime/1923/Urusei_Yatsura_Movie_4__Lum_The_Forever
Ushinawareta Mirai wo Motomete,TV,12,https://myanimelist.net/anime/21845/Ushinawareta_Mirai_wo_Motomete
Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete,Special,1,https://myanimelist.net/anime/31521/Ushinawareta_Mirai_wo_Motomete__Ushinawareta_Natsuyasumi_wo_Motomete
Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,OVA,1,https://myanimelist.net/anime/36777/Utawarerumono__Tusukuru-koujo_no_Karei_Naru_Hibi
Wan Jie Shen Zhu,ONA,60,https://myanimelist.net/anime/39191/Wan_Jie_Shen_Zhu
Yuusha Exkaiser,TV,48,https://myanimelist.net/anime/3325/Yuusha_Exkaiser
Karasu Tengu Kabuto,TV,39,https://myanimelist.net/anime/2243/Karasu_Tengu_Kabuto
Karate Baka Ichidai,TV,47,https://myanimelist.net/anime/7479/Karate_Baka_Ichidai
Kidou Senkan Nadesico: The Prince of Darkness,Movie,1,https://myanimelist.net/anime/219/Kidou_Senkan_Nadesico__The_Prince_of_Darkness
Kui Cheng Shoufu Cong Youxi Kaishi,ONA,,https://myanimelist.net/anime/57663/Kui_Cheng_Shoufu_Cong_Youxi_Kaishi
Long Riders!,TV,12,https://myanimelist.net/anime/30652/Long_Riders
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,Special,3,https://myanimelist.net/anime/25897/Love_Live_School_Idol_Project__μs_→NEXT_LoveLive_2014_-_Endless_Parade_Makuai_Drama
Nagato Yuki-chan no Shoushitsu,TV,16,https://myanimelist.net/anime/26351/Nagato_Yuki-chan_no_Shoushitsu
Needless+: Saint Lily Gakuen no Himitsu,Special,12,https://myanimelist.net/anime/7322/Needless___Saint_Lily_Gakuen_no_Himitsu
Nijiyon Animation Specials,Special,3,https://myanimelist.net/anime/54117/Nijiyon_Animation_Specials
Okusama ga Seitokaichou! Seitokaichou to Ofuro Asobi,OVA,1,https://myanimelist.net/anime/31980/Okusama_ga_Seitokaichou_Seitokaichou_to_Ofuro_Asobi
Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary,Special,16,https://myanimelist.net/anime/10108/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai__SD_Chara_ni_Yoru_Character_Commentary
Sabu to Ichi Torimono Hikae,TV,52,https://myanimelist.net/anime/5997/Sabu_to_Ichi_Torimono_Hikae
Seigi wo Aisuru Mono Gekkou Kamen,TV,39,https://myanimelist.net/anime/4332/Seigi_wo_Aisuru_Mono_Gekkou_Kamen
Seton Doubutsuki,TV,45,https://myanimelist.net/anime/7845/Seton_Doubutsuki
Shadowverse Flame,TV,50,https://myanimelist.net/anime/50060/Shadowverse_Flame
Juubee-chan: Lovely Gantai no Himitsu,TV,13,https://myanimelist.net/anime/635/Juubee-chan__Lovely_Gantai_no_Himitsu
Kabukichou Sherlock OVA,OVA,6,https://myanimelist.net/anime/41659/Kabukichou_Sherlock_OVA
Kaleido Star: Good da yo! Goood!!,OVA,1,https://myanimelist.net/anime/1501/Kaleido_Star__Good_da_yo_Goood
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen!!,Movie,1,https://myanimelist.net/anime/3547/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo_The_Movie_2__UFO_Shuurai_Tornado_Daisakusen
Koi to Senkyo to Chocolate: Ikenai Hazuki-sensei,Special,1,https://myanimelist.net/anime/18053/Koi_to_Senkyo_to_Chocolate__Ikenai_Hazuki-sensei
Koihime†Musou,TV,12,https://myanimelist.net/anime/4262/Koihime†Musou
Machine-Doll wa Kizutsukanai Specials,Special,6,https://myanimelist.net/anime/21415/Machine-Doll_wa_Kizutsukanai_Specials
Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...,Special,1,https://myanimelist.net/anime/3484/Maison_Ikkoku__Prelude_-_Meguru_Haru_no_Sakura_no_You_ni
Makai Senki Disgaea,TV,12,https://myanimelist.net/anime/860/Makai_Senki_Disgaea
Midara na Ao-chan wa Benkyou ga Dekinai,TV,12,https://myanimelist.net/anime/38778/Midara_na_Ao-chan_wa_Benkyou_ga_Dekinai
Mini Sengoku Basara Ni: Tsukiyo no Katakura-kun,Special,7,https://myanimelist.net/anime/9630/Mini_Sengoku_Basara_Ni__Tsukiyo_no_Katakura-kun
Muhyo to Rouji no Mahouritsu Soudan Jimusho,TV,12,https://myanimelist.net/anime/37487/Muhyo_to_Rouji_no_Mahouritsu_Soudan_Jimusho
Nezha Chuanqi,TV,52,https://myanimelist.net/anime/39936/Nezha_Chuanqi
Nijiiro Days: Houkago Special,Special,1,https://myanimelist.net/anime/33102/Nijiiro_Days__Houkago_Special
Pokemon: Pichu to Pikachu,Movie,1,https://myanimelist.net/anime/4793/Pokemon__Pichu_to_Pikachu
Renai Flops,TV,12,https://myanimelist.net/anime/51403/Renai_Flops
Sekai Meisaku Douwa: Mori wa Ikiteiru,Movie,1,https://myanimelist.net/anime/3751/Sekai_Meisaku_Douwa__Mori_wa_Ikiteiru
Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,Special,1,https://myanimelist.net/anime/23459/Sekai_Seifuku__Bouryaku_no_Zvezda_-_Shin_Zvezda_Daisakusen
Shaonu Qianxian: Renxing Xiao Juchang,ONA,24,https://myanimelist.net/anime/40151/Shaonu_Qianxian__Renxing_Xiao_Juchang
Shen Wu Tianzun,ONA,,https://myanimelist.net/anime/50898/Shen_Wu_Tianzun
3-gatsu no Lion Recap,Special,1,https://myanimelist.net/anime/34647/3-gatsu_no_Lion_Recap
3x3 Eyes,OVA,4,https://myanimelist.net/anime/300/3x3_Eyes
Acchi wa Kocchi,Movie,1,https://myanimelist.net/anime/22419/Acchi_wa_Kocchi
Aquarion Movie: Ippatsu Gyakuten-hen,Movie,1,https://myanimelist.net/anime/6032/Aquarion_Movie__Ippatsu_Gyakuten-hen
Arifureta Shokugyou de Sekai Saikyou,TV,13,https://myanimelist.net/anime/36882/Arifureta_Shokugyou_de_Sekai_Saikyou
Boku wa Tomodachi ga Sukunai: Yaminabe wa Bishoujo ga Zannen na Nioi,OVA,1,https://myanimelist.net/anime/10897/Boku_wa_Tomodachi_ga_Sukunai__Yaminabe_wa_Bishoujo_ga_Zannen_na_Nioi
Chirorin Mura Monogatari,TV,170,https://myanimelist.net/anime/9119/Chirorin_Mura_Monogatari
Choujuu Kishin Dancougar,TV,38,https://myanimelist.net/anime/2255/Choujuu_Kishin_Dancougar
Cop Craft,TV,12,https://myanimelist.net/anime/38940/Cop_Craft
D.C.: Da Capo,TV,26,https://myanimelist.net/anime/62/DC__Da_Capo
Freezing Vibration,TV,12,https://myanimelist.net/anime/18001/Freezing_Vibration
Future Card Buddyfight,TV,64,https://myanimelist.net/anime/19067/Future_Card_Buddyfight
Hand Maid May: Akiramemasen,Special,1,https://myanimelist.net/anime/2217/Hand_Maid_May__Akiramemasen
Highlander: The Search for Vengeance,Movie,1,https://myanimelist.net/anime/2178/Highlander__The_Search_for_Vengeance
Houkago Saikoro Club,TV,12,https://myanimelist.net/anime/38276/Houkago_Saikoro_Club
Hyakka Ryouran: Samurai Bride,TV,12,https://myanimelist.net/anime/15377/Hyakka_Ryouran__Samurai_Bride
Ikkitousen: Great Guardians,TV,12,https://myanimelist.net/anime/4196/Ikkitousen__Great_Guardians
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,TV,10,https://myanimelist.net/anime/41623/Isekai_Maou_to_Shoukan_Shoujo_no_Dorei_Majutsu_Ω
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin,ONA,12,https://myanimelist.net/anime/39419/Jian_Wang_3__Xia_Gan_Yi_Dan_Shen_Jianxin
Shu Tian Fu Mo Lu,ONA,16,https://myanimelist.net/anime/55186/Shu_Tian_Fu_Mo_Lu
Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,Movie,1,https://myanimelist.net/anime/17219/Sore_Ike_Anpanman__Roll_to_Laura_Ukigumojou_no_Himitsu
Soushin Shoujo Matoi,TV,12,https://myanimelist.net/anime/33668/Soushin_Shoujo_Matoi
Super Seisyun Brothers,TV,14,https://myanimelist.net/anime/19841/Super_Seisyun_Brothers
Sword Art Online II,TV,24,https://myanimelist.net/anime/21881/Sword_Art_Online_II
Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,Special,1,https://myanimelist.net/anime/36827/Tantei_Opera_Milky_Holmes__Arsene_Karei_naru_Yokubou
Tayutama: Kiss on My Deity,TV,12,https://myanimelist.net/anime/5734/Tayutama__Kiss_on_My_Deity
Teppen!!!!!!!!!!!!!!!,TV,12,https://myanimelist.net/anime/50760/Teppen
Tottoko Hamtarou Hai!,TV,77,https://myanimelist.net/anime/13679/Tottoko_Hamtarou_Hai
Uchuu Senkan Yamato 2199: Tsuioku no Koukai,Special,1,https://myanimelist.net/anime/23931/Uchuu_Senkan_Yamato_2199__Tsuioku_no_Koukai
Visual Prison,TV,12,https://myanimelist.net/anime/48567/Visual_Prison
Youjo Shenki,ONA,12,https://myanimelist.net/anime/34742/Youjo_Shenki
Yu☆Gi☆Oh! Arc-V,TV,148,https://myanimelist.net/anime/21639/Yu☆Gi☆Oh_Arc-V
Shinmai Maou no Testament,TV,12,https://myanimelist.net/anime/23233/Shinmai_Maou_no_Testament
Starmyu 2nd Season Special,Special,1,https://myanimelist.net/anime/35774/Starmyu_2nd_Season_Special
Tailenders,Movie,1,https://myanimelist.net/anime/6162/Tailenders
Tantei Opera Milky Holmes: Psycho no Aisatsu,Special,1,https://myanimelist.net/anime/38540/Tantei_Opera_Milky_Holmes__Psycho_no_Aisatsu
Tenkuu Shinpan,ONA,12,https://myanimelist.net/anime/43690/Tenkuu_Shinpan
To Heart 2 AD Plus,OVA,2,https://myanimelist.net/anime/4804/To_Heart_2_AD_Plus
Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,ONA,3,https://myanimelist.net/anime/23405/Tokyo_Ravens__Kon_ga_Oshiete_Moshi_Agemasu_Maru_Wakari_Tokyo_Ravens
Tsukipro The Animation,TV,13,https://myanimelist.net/anime/34474/Tsukipro_The_Animation
Watashi no Yuri wa Oshigoto desu!,TV,12,https://myanimelist.net/anime/51817/Watashi_no_Yuri_wa_Oshigoto_desu
Xi Xing Ji: Chongsheng Pian,ONA,12,https://myanimelist.net/anime/51791/Xi_Xing_Ji__Chongsheng_Pian
Zhen Yang Wushen,ONA,14,https://myanimelist.net/anime/55693/Zhen_Yang_Wushen
Kanojo ga Flag wo Oraretara: Christmas? Sonna Mono ga Boku ni Tsuuyou Suru to Omou no ka?,OVA,1,https://myanimelist.net/anime/24451/Kanojo_ga_Flag_wo_Oraretara__Christmas_Sonna_Mono_ga_Boku_ni_Tsuuyou_Suru_to_Omou_no_ka
Kasumin,TV,26,https://myanimelist.net/anime/27721/Kasumin
Katekyou Hitman Reborn! x ēlDLIVE Special,Special,1,https://myanimelist.net/anime/33740/Katekyou_Hitman_Reborn_x_ēlDLIVE_Special
Kidou Senshi Gundam MS IGLOO: Mokushiroku 0079,OVA,3,https://myanimelist.net/anime/1916/Kidou_Senshi_Gundam_MS_IGLOO__Mokushiroku_0079
Kidou Senshi Gundam ZZ,TV,47,https://myanimelist.net/anime/86/Kidou_Senshi_Gundam_ZZ
Kodomo no Jikan (TV),TV,12,https://myanimelist.net/anime/2403/Kodomo_no_Jikan_TV
Kono Minikuku mo Utsukushii Sekai,TV,12,https://myanimelist.net/anime/146/Kono_Minikuku_mo_Utsukushii_Sekai
"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",OVA,1,https://myanimelist.net/anime/15609/Kono_Naka_ni_Hitori_Imouto_ga_Iru__Ani_Imouto_Koibito
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO: Mugen no Heiretsu Sekai,Special,1,https://myanimelist.net/anime/39846/Kono_Yo_no_Hate_de_Koi_wo_Utau_Shoujo_YU-NO__Mugen_no_Heiretsu_Sekai
Mahoutsukai ni Taisetsu na Koto,TV,12,https://myanimelist.net/anime/273/Mahoutsukai_ni_Taisetsu_na_Koto
Makai Senki Disgaea: Welcome to Netherworld,Special,1,https://myanimelist.net/anime/6741/Makai_Senki_Disgaea__Welcome_to_Netherworld
Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,Special,7,https://myanimelist.net/anime/7857/Mini_Sengoku_Basara__Chousokabe-kun_to_Mouri-kun
Mizu no Kotoba,Special,1,https://myanimelist.net/anime/2235/Mizu_no_Kotoba
Moero! Top Striker,TV,49,https://myanimelist.net/anime/3438/Moero_Top_Striker
Monster Strike The Movie: Hajimari no Basho e,Movie,1,https://myanimelist.net/anime/33724/Monster_Strike_The_Movie__Hajimari_no_Basho_e
Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,OVA,1,https://myanimelist.net/anime/30379/Nagato_Yuki-chan_no_Shoushitsu__Owarenai_Natsuyasumi
Ningyo no Mori,OVA,1,https://myanimelist.net/anime/2016/Ningyo_no_Mori
Okashi na Tensei,TV,12,https://myanimelist.net/anime/52611/Okashi_na_Tensei
One Piece: Taose! Kaizoku Ganzack,OVA,1,https://myanimelist.net/anime/466/One_Piece__Taose_Kaizoku_Ganzack
"Onegai☆Teacher: Marie, Ai no Gekijou",Special,1,https://myanimelist.net/anime/7474/Onegai☆Teacher__Marie_Ai_no_Gekijou
Ougon Bat,TV,52,https://myanimelist.net/anime/3900/Ougon_Bat
Penguin Musume♥Heart,ONA,22,https://myanimelist.net/anime/4136/Penguin_Musume♥Heart
Pretty All Friends Selection,TV,16,https://myanimelist.net/anime/48859/Pretty_All_Friends_Selection
Qin Shi Mingyue: Junlin Tianxia,ONA,75,https://myanimelist.net/anime/29936/Qin_Shi_Mingyue__Junlin_Tianxia
Saikyou Bushouden: Sangoku Engi,TV,52,https://myanimelist.net/anime/6902/Saikyou_Bushouden__Sangoku_Engi
Sasami: Mahou Shoujo Club 2,TV,13,https://myanimelist.net/anime/1882/Sasami__Mahou_Shoujo_Club_2
Shin Don Chuck Monogatari,TV,73,https://myanimelist.net/anime/23393/Shin_Don_Chuck_Monogatari
Shin Kyojin no Hoshi,TV,52,https://myanimelist.net/anime/15875/Shin_Kyojin_no_Hoshi
Shin Tenchi Muyou! Specials,Special,6,https://myanimelist.net/anime/8767/Shin_Tenchi_Muyou_Specials
Azuki-chan,TV,117,https://myanimelist.net/anime/1893/Azuki-chan
Azumanga Web Daiou,ONA,1,https://myanimelist.net/anime/1593/Azumanga_Web_Daiou
Black Jack: Sora kara Kita Kodomo,OVA,1,https://myanimelist.net/anime/6246/Black_Jack__Sora_kara_Kita_Kodomo
Bonobono (TV),TV,48,https://myanimelist.net/anime/4286/Bonobono_TV
Cardfight!! Vanguard: overDress Season 2,TV,13,https://myanimelist.net/anime/48862/Cardfight_Vanguard__overDress_Season_2
C³: Rinkan Gakkou Confusion!,Special,1,https://myanimelist.net/anime/12505/C³__Rinkan_Gakkou_Confusion
Code:Breaker OVA,OVA,3,https://myanimelist.net/anime/15633/Code_Breaker_OVA
Dokidoki! Precure,TV,49,https://myanimelist.net/anime/16419/Dokidoki_Precure
Dragon Ball Specials,Special,2,https://myanimelist.net/anime/2520/Dragon_Ball_Specials
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV Episode 0,Special,1,https://myanimelist.net/anime/52357/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_IV_Episode_0
Eguo,Movie,1,https://myanimelist.net/anime/52909/Eguo
Esper Mami,TV,119,https://myanimelist.net/anime/3023/Esper_Mami
Eyeshield 21: Jump Festa 2005 Special,Special,1,https://myanimelist.net/anime/6418/Eyeshield_21__Jump_Festa_2005_Special
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,Special,1,https://myanimelist.net/anime/36833/Fate_kaleid_liner_Prisma☆Illya_Movie__Sekka_no_Chikai_-_Kuro_Sakura_no_Heya
Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,Movie,1,https://myanimelist.net/anime/6527/Fresh_Precure_Movie__Omocha_no_Kuni_wa_Himitsu_ga_Ippai
Ginga Tetsudou Monogatari: Eien e no Bunkiten,TV,24,https://myanimelist.net/anime/2717/Ginga_Tetsudou_Monogatari__Eien_e_no_Bunkiten
Grimm Douwa: Kin no Tori,Movie,1,https://myanimelist.net/anime/3760/Grimm_Douwa__Kin_no_Tori
Hanyou no Yashahime: Sengoku Otogizoushi,TV,24,https://myanimelist.net/anime/41911/Hanyou_no_Yashahime__Sengoku_Otogizoushi
Hiiro no Kakera,TV,13,https://myanimelist.net/anime/12461/Hiiro_no_Kakera
Inazuma Eleven: Ares no Tenbin,TV,26,https://myanimelist.net/anime/33733/Inazuma_Eleven__Ares_no_Tenbin
Afro Samurai Pilot,Special,1,https://myanimelist.net/anime/27939/Afro_Samurai_Pilot
Ani*Kuri15,Special,15,https://myanimelist.net/anime/2832/AniKuri15
Aoki Densetsu Shoot! (Movie),Movie,1,https://myanimelist.net/anime/2682/Aoki_Densetsu_Shoot_Movie
Arad Senki: Slap Up Party,TV,26,https://myanimelist.net/anime/4657/Arad_Senki__Slap_Up_Party
Arslan Senki (TV): Arsen 4-koma Gekijou,Special,8,https://myanimelist.net/anime/30953/Arslan_Senki_TV__Arsen_4-koma_Gekijou
Asu no Yoichi!,TV,12,https://myanimelist.net/anime/4999/Asu_no_Yoichi
B-Project: Zecchou*Emotion,TV,12,https://myanimelist.net/anime/36483/B-Project__ZecchouEmotion
Blue Drop: Tenshi-tachi no Gikyoku,TV,13,https://myanimelist.net/anime/2964/Blue_Drop__Tenshi-tachi_no_Gikyoku
Cardfight!! Vanguard G: Stride Gate-hen,TV,24,https://myanimelist.net/anime/32802/Cardfight_Vanguard_G__Stride_Gate-hen
Choujikuu Seiki Orguss 02,OVA,6,https://myanimelist.net/anime/2090/Choujikuu_Seiki_Orguss_02
Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen,ONA,4,https://myanimelist.net/anime/47398/Chuukou_Ikkan_Kimetsu_Gakuen_Monogatari__Valentine-hen
Cutie Honey F,TV,39,https://myanimelist.net/anime/1853/Cutie_Honey_F
Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,Movie,1,https://myanimelist.net/anime/896/Dragon_Ball_Z_Movie_03__Chikyuu_Marugoto_Choukessen
Full Moon wo Sagashite: Kawaii Kawaii Daibouken,Special,1,https://myanimelist.net/anime/1996/Full_Moon_wo_Sagashite__Kawaii_Kawaii_Daibouken
Furusato Japan,Movie,1,https://myanimelist.net/anime/3367/Furusato_Japan
Ginga Patrol PJ,TV,26,https://myanimelist.net/anime/11307/Ginga_Patrol_PJ
Ginga Tetsudou 999: Eien no Tabibito Emeraldas,Special,1,https://myanimelist.net/anime/6734/Ginga_Tetsudou_999__Eien_no_Tabibito_Emeraldas
Grenadier: Hohoemi no Senshi,TV,12,https://myanimelist.net/anime/297/Grenadier__Hohoemi_no_Senshi
Hand Maid May,TV,10,https://myanimelist.net/anime/318/Hand_Maid_May
Haunted Junction,TV,12,https://myanimelist.net/anime/646/Haunted_Junction
Hentai Ouji to Warawanai Neko.: Henneko BBS,Special,13,https://myanimelist.net/anime/21541/Hentai_Ouji_to_Warawanai_Neko__Henneko_BBS
Hi no Tori 2772: Ai no CosmoZone,Movie,1,https://myanimelist.net/anime/2793/Hi_no_Tori_2772__Ai_no_CosmoZone
Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,OVA,1,https://myanimelist.net/anime/16928/Hiiro_no_Kakera__Totsugeki_Tonari_no_Ikemenzu
Human Bug Daigaku,TV,12,https://myanimelist.net/anime/53012/Human_Bug_Daigaku
Hurricane Live! 2032,Special,6,https://myanimelist.net/anime/5043/Hurricane_Live_2032
Jaku-Chara Tomozaki-kun Specials,Special,2,https://myanimelist.net/anime/45604/Jaku-Chara_Tomozaki-kun_Specials
Jigoku Sensei Nube (Movie),Movie,1,https://myanimelist.net/anime/8208/Jigoku_Sensei_Nube_Movie
Shinzou Ningen Casshern,TV,35,https://myanimelist.net/anime/4810/Shinzou_Ningen_Casshern
Shirayuki Hime no Densetsu,TV,52,https://myanimelist.net/anime/3809/Shirayuki_Hime_no_Densetsu
Sirius no Densetsu,Movie,1,https://myanimelist.net/anime/2029/Sirius_no_Densetsu
Soukou Kihei Votoms: Genei-hen,OVA,6,https://myanimelist.net/anime/8017/Soukou_Kihei_Votoms__Genei-hen
Spider Riders: Yomigaeru Taiyou,TV,26,https://myanimelist.net/anime/2620/Spider_Riders__Yomigaeru_Taiyou
Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,Special,1,https://myanimelist.net/anime/8908/Tales_of_Symphonia_The_Animation__Kaette_Kita_Kratos-sensei_no_Private_Lesson
Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,Special,1,https://myanimelist.net/anime/3954/Tales_of_Symphonia_The_Animation__Kratos-sensei_no_Private_Lesson
Teekyuu 2,TV,12,https://myanimelist.net/anime/18121/Teekyuu_2
Tesagure! Bukatsumono,TV,12,https://myanimelist.net/anime/19919/Tesagure_Bukatsumono
Tokyo Mew Mew New ♡ 2nd Season,TV,12,https://myanimelist.net/anime/53097/Tokyo_Mew_Mew_New_♡_2nd_Season
Tonagura!,TV,13,https://myanimelist.net/anime/1218/Tonagura
Toriko 3D: Kaimaku Gourmet Adventure!!,Movie,1,https://myanimelist.net/anime/10074/Toriko_3D__Kaimaku_Gourmet_Adventure
Tsukumogami Kashimasu,TV,12,https://myanimelist.net/anime/36654/Tsukumogami_Kashimasu
Weiß Kreuz,TV,25,https://myanimelist.net/anime/447/Weiß_Kreuz
Wuxian Shijie,ONA,16,https://myanimelist.net/anime/50432/Wuxian_Shijie
Kanon Kazahana,Special,1,https://myanimelist.net/anime/704/Kanon_Kazahana
Mahou Shoujo-tai Arusu the Adventure,OVA,6,https://myanimelist.net/anime/3991/Mahou_Shoujo-tai_Arusu_the_Adventure
Monster Strike the Movie: Lucifer - Zetsubou no Yoake,Movie,1,https://myanimelist.net/anime/41519/Monster_Strike_the_Movie__Lucifer_-_Zetsubou_no_Yoake
Mushishi Recap,Special,1,https://myanimelist.net/anime/39738/Mushishi_Recap
Namiuchigiwa no Muromi-san: Pangea Chou Tairiku no Muromi-san,OVA,1,https://myanimelist.net/anime/17855/Namiuchigiwa_no_Muromi-san__Pangea_Chou_Tairiku_no_Muromi-san
Netoge no Yome wa Onnanoko ja Nai to Omotta?,TV,12,https://myanimelist.net/anime/31404/Netoge_no_Yome_wa_Onnanoko_ja_Nai_to_Omotta
Ojamajo Doremi: Honobono Gekijou,OVA,5,https://myanimelist.net/anime/50848/Ojamajo_Doremi__Honobono_Gekijou
Pretty Rhythm: Dear My Future,TV,51,https://myanimelist.net/anime/12863/Pretty_Rhythm__Dear_My_Future
Redline Pilot,Special,1,https://myanimelist.net/anime/11483/Redline_Pilot
Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,TV,12,https://myanimelist.net/anime/38006/Renmei_Kuugun_Koukuu_Mahou_Ongakutai_Luminous_Witches
